Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W,ADR_Pct
140,APTPACK.BO,136.45,0.16K,Producer Manufacturing,Miscellaneous Manufacturing,94.0,0.0,84.0,95.0,0.79K,0.59K,198.35,57.67,1.61B,No,146.65,99.12,153.15,118.58,5.02
141,PFOCUS.NS,300.9,2575.37K,Consumer Services,Movies/Entertainment,94.0,2.0,71.0,95.0,4001.79K,1112.53K,367.0,92.01,233.50B,No,302.17,219.64,306.53,243.6,5.24
142,AVANTIFEED.NS,1435.2,421.27K,Process Industries,Agricultural Commodities/Milling,94.0,44.0,93.0,97.0,1477.96K,749.12K,1593.8,614.25,195.54B,No,1306.95,914.46,1315.43,1027.43,5.92
143,RATNABHUMI.BO,265.95,0.02K,Finance,Real Estate Development,94.0,74.0,68.0,91.0,2.85K,0.04K,280.0,88.05,3.64B,No,228.36,199.44,237.09,225.05,2.56
144,IMFA.NS,1548.1,473.12K,Non-Energy Minerals,Other Metals/Minerals,94.0,65.0,87.0,88.0,192.95K,360.31K,1679.9,566.0,83.53B,No,1340.57,1191.85,1362.97,1307.65,5.29
145,DEVLAB.BO,124.3,22.00K,Consumer Durables,Other Consumer Specialties,94.0,88.0,95.0,96.0,5.32K,10.60K,124.3,51.99,1.47B,No,96.7,76.82,97.23,85.17,2.39
146,KSHINTL.NS,624.65,279.09K,Producer Manufacturing,Electrical Products,94.0,82.0,96.0,,355.29K,522.64K,701.95,330.0,42.32B,No,494.03,,513.31,,6.61
147,GVT&D.NS,4625.5,516.13K,Producer Manufacturing,Electrical Products,94.0,79.0,87.0,92.0,678.54K,754.18K,4849.0,1562.1,1184.34B,No,3999.07,3217.53,4061.58,3412.99,3.4
148,SKPMIL.BO,121.55,0.58K,Process Industries,Pulp & Paper,94.0,94.0,63.0,81.0,1.02K,1.26K,135.2,29.7,1.64B,No,104.52,83.33,102.47,103.19,2.58
149,MCX.NS,3097.8,3774.63K,Finance,Investment Banks/Brokers,94.0,69.0,82.0,94.0,3384.03K,2158.95K,3136.0,1120.0,788.43B,No,2650.68,2099.97,2664.41,2317.53,2.82
150,THANGAMAYL.NS,4246.7,186.11K,Consumer Durables,Other Consumer Specialties,94.0,26.0,87.0,95.0,107.40K,63.53K,4373.0,1750.1,132.00B,No,3795.03,2998.44,3785.41,3398.62,3.55
151,ROSSTECH.NS,910.55,268.24K,Electronic Technology,Telecommunications Equipment,94.0,68.0,88.0,90.0,95.19K,114.68K,1061.9,309.35,34.46B,No,804.81,699.09,823.33,722.37,7.33
152,VISTARAMAR.BO,208.0,2.36K,Finance,Investment Banks/Brokers,94.0,79.0,96.0,95.0,14.82K,4.72K,238.5,91.15,1.20B,No,193.38,138.68,191.56,144.01,5.4
153,BLISSGVS.NS,269.65,717.68K,Health Technology,Pharmaceuticals: Major,94.0,31.0,93.0,96.0,2522.90K,1228.65K,281.0,109.03,28.53B,No,237.57,183.27,240.59,194.13,3.87
154,SANSERA.NS,2519.8,146.38K,Producer Manufacturing,Auto Parts: Oem,94.0,49.0,88.0,94.0,272.13K,211.25K,2672.5,1071.0,157.06B,No,2293.22,1758.13,2290.47,1938.99,4.17
155,NATIONALUM.NS,401.95,5775.45K,Non-Energy Minerals,Aluminum,94.0,14.0,55.0,95.0,13068.57K,9831.35K,445.15,149.0,738.23B,No,397.2,294.5,401.88,335.16,3.06
156,INDOTECH.NS,2835.9,46.97K,Producer Manufacturing,Electrical Products,94.0,98.0,97.0,95.0,80.02K,164.36K,2835.9,1100.0,30.12B,No,1714.82,1665.67,1754.12,1622.41,7.1
157,ADANIPOWER.NS,225.33,27146.16K,Utilities,Electric Utilities,94.0,89.0,95.0,92.0,40108.03K,53133.20K,234.4,101.0,4345.42B,No,174.21,148.52,178.54,157.58,3.86
158,SKYGOLD.NS,541.25,3799.47K,Consumer Durables,Other Consumer Specialties,94.0,94.0,96.0,93.0,1200.00K,1312.36K,549.9,246.05,83.83B,No,383.02,335.56,390.9,355.82,4.53
159,ECOBOAR.BO,64.12,9.65K,Non-Energy Minerals,Forest Products,94.0,6.0,70.0,97.0,10.39K,5.32K,77.8,26.2,1.69B,No,63.05,45.14,63.76,51.45,6.9
160,HINDCOPPER.NS,569.2,5068.65K,Non-Energy Minerals,Other Metals/Minerals,94.0,36.0,18.0,95.0,10856.73K,5121.85K,760.05,198.0,550.43B,No,531.19,415.44,527.81,479.42,2.74
161,UNIVCABLES.NS,1139.45,1390.62K,Electronic Technology,Electronic Components,93.0,95.0,94.0,94.0,128.97K,382.14K,1234.0,462.1,39.53B,No,751.63,767.9,767.63,786.13,6.49
162,DHINDIA.BO,290.2,3.86K,Process Industries,Industrial Specialties,93.0,18.0,96.0,96.0,26.62K,5.66K,304.8,121.5,2.97B,No,232.31,183.09,250.94,183.4,4.6
163,DYNAMATECH.NS,12530.0,32.38K,Producer Manufacturing,Industrial Machinery,93.0,88.0,94.0,94.0,32.46K,42.31K,12875.0,6120.0,85.10B,No,10409.53,8652.77,10457.95,9460.18,5.14
164,RPTECH.NS,530.6,323.78K,Distribution Services,Electronics Distributors,93.0,94.0,93.0,94.0,163.96K,215.89K,538.0,260.8,34.97B,No,398.67,346.34,405.79,367.07,5.2
165,WHEELS.NS,1329.6,114.87K,Producer Manufacturing,Auto Parts: Oem,93.0,90.0,95.0,92.0,137.26K,417.48K,1359.2,634.05,32.49B,No,1023.66,880.48,1057.93,924.16,4.79
166,OMNITEX.BO,790.0,0.79K,Process Industries,Textiles,93.0,25.0,93.0,87.0,1.16K,0.96K,892.0,266.0,3.32B,No,746.26,567.75,758.06,620.11,5.68
167,JSTL.BO,86.79,18.99K,Health Services,Medical/Nursing Services,93.0,91.0,89.0,90.0,22.37K,43.60K,93.9,32.85,1.73B,No,71.08,57.97,72.56,66.99,7.11
168,KOTYARK.NS,407.6,97.74K,Process Industries,Industrial Specialties,93.0,45.0,97.0,90.0,51.15K,106.65K,459.6,191.2,4.19B,No,352.74,285.05,382.76,290.71,6.17
169,BHARATSE.NS,203.97,351.95K,Producer Manufacturing,Auto Parts: Oem,93.0,81.0,91.0,53.0,966.82K,452.30K,239.45,95.0,12.81B,No,175.9,168.21,172.34,177.17,5.16
170,SHARP.BO,84.99,8.54K,Consumer Durables,Electronics/Appliances,93.0,98.0,97.0,94.0,43.61K,58.94K,94.56,36.0,2.20B,No,55.11,51.19,57.77,48.71,4.78
171,GLOBAL.NS,119.95,276.56K,Commercial Services,Miscellaneous Commercial Services,93.0,68.0,91.0,95.0,141.14K,177.01K,121.9,50.06,6.11B,No,101.25,81.64,101.85,89.53,5.48
172,SGMART.NS,599.5,1654.32K,Utilities,Electric Utilities,93.0,56.0,95.0,95.0,388.43K,353.06K,618.0,313.1,75.54B,No,498.79,,513.73,415.48,4.67
173,SBC.NS,34.27,17655.66K,Distribution Services,Wholesale Distributors,93.0,36.0,73.0,91.0,11032.85K,10584.57K,34.64,13.08,16.32B,No,32.36,26.31,32.52,29.32,1.95
174,MWL.NS,351.25,28.34K,Non-Energy Minerals,Steel,93.0,89.0,84.0,94.0,79.28K,125.02K,365.0,150.0,10.43B,No,280.16,246.13,284.01,267.68,4.51
175,TRUSTEDGE.BO,163.0,3.73K,Finance,Finance/Rental/Leasing,93.0,47.0,80.0,95.0,4.31K,2.77K,178.5,54.42,1.50B,No,153.42,121.76,154.7,125.18,4.46
176,AMPVOLTS.BO,39.35,106.23K,Technology Services,Information Technology Services,93.0,90.0,97.0,95.0,43.77K,84.24K,47.4,15.0,1.02B,No,30.63,24.96,31.84,25.1,5.37
177,NARMADA.NS,37.02,375.21K,Process Industries,Agricultural Commodities/Milling,93.0,50.0,83.0,94.0,268.26K,372.43K,38.9,15.47,1.40B,No,33.23,26.44,33.56,28.3,4.47
178,CYBELEIND.BO,43.83,3.55K,Producer Manufacturing,Electrical Products,93.0,24.0,83.0,96.0,14.09K,7.98K,77.01,18.25,468.80M,No,49.63,34.18,48.68,39.14,6.42
179,INDOSMC.BO,251.75,149.00K,Producer Manufacturing,Electrical Products,93.0,96.0,96.0,,118.86K,127.30K,251.75,134.0,5.75B,No,170.25,,175.17,,5.1
180,SIMMOND.BO,198.6,16.68K,Producer Manufacturing,Metal Fabrication,93.0,89.0,96.0,90.0,13.65K,27.89K,209.0,88.0,2.22B,No,153.75,140.39,156.09,140.79,5.26
181,RACHIT.BO,182.5,14.00K,Consumer Non-Durables,Apparel/Footwear,93.0,97.0,89.0,,20.20K,24.40K,192.99,95.0,901.02M,No,133.17,,137.48,132.59,5.29
182,PARKHOSPS.NS,249.75,662.60K,Health Services,Hospital/Nursing Management,93.0,73.0,95.0,,1143.75K,620.97K,252.0,138.1,107.87B,No,209.35,,213.19,,3.74
183,APOLLO.NS,324.85,19947.27K,Electronic Technology,Electronic Production Equipment,93.0,96.0,85.0,81.0,9030.70K,11139.22K,354.7,114.3,122.15B,No,240.33,253.51,243.25,252.5,5.4
184,NDLVENTURE.NS,125.79,22.85K,Consumer Services,Cable/Satellite Tv,93.0,23.0,88.0,93.0,88.09K,37.37K,140.0,56.37,4.24B,No,118.08,94.73,118.44,101.31,4.78
185,BHASKAGR.BO,169.4,1.99K,Process Industries,Chemicals: Agricultural,93.0,9.0,93.0,94.0,3.43K,1.27K,199.9,70.03,882.51M,No,160.06,127.01,166.34,133.22,6.21
186,SUNFLAG.NS,415.85,1347.46K,Non-Energy Minerals,Steel,93.0,97.0,96.0,94.0,760.26K,3707.26K,428.0,192.15,74.94B,No,257.42,263.31,260.11,256.21,5.63
187,UFBL.NS,384.2,98.69K,Consumer Services,Restaurants,93.0,97.0,94.0,96.0,103.50K,117.72K,393.95,172.34,15.02B,No,267.45,,275.51,227.96,6.29
188,AGIIL.NS,371.1,814.43K,Finance,Real Estate Development,93.0,39.0,91.0,90.0,3188.10K,4134.69K,434.4,147.0,46.39B,No,332.38,271.96,336.99,290.28,6.29
189,WAAREEINDO.NS,424.85,30.64K,Electronic Technology,Electronic Equipment/Instruments,93.0,19.0,34.0,86.0,107.85K,92.89K,725.0,165.07,17.68B,No,399.97,,403.93,465.44,3.92
190,SHUBHAM.BO,64.83,25.73K,Process Industries,Textiles,93.0,70.0,39.0,59.0,39.04K,43.27K,79.0,18.2,785.87M,No,59.34,52.76,60.15,60.59,5.66
191,MITSU.BO,170.1,168.98K,Producer Manufacturing,Miscellaneous Manufacturing,93.0,98.0,95.0,95.0,30.57K,144.24K,172.0,80.3,2.31B,No,103.35,105.19,103.54,103.74,6.53
192,ADCINDIA.BO,2122.5,13.28K,Electronic Technology,Telecommunications Equipment,93.0,97.0,94.0,90.0,3.08K,5.29K,2140.0,963.3,9.76B,No,1421.39,1432.6,1457.59,1409.92,7.58
193,TRANSFD.BO,493.05,0.25K,Consumer Non-Durables,Food: Specialty/Candy,93.0,86.0,67.0,94.0,0.12K,0.06K,570.0,147.35,71.44M,No,445.63,362.9,458.3,415.93,7.16
194,WEWIN.NS,71.59,357.29K,Commercial Services,Miscellaneous Commercial Services,93.0,96.0,96.0,91.0,19.17K,14.42K,77.8,35.38,727.43M,No,47.83,48.73,50.15,48.34,8.83
195,MRCAGRO.BO,42.78,122.09K,Distribution Services,Wholesale Distributors,92.0,94.0,15.0,46.0,156.95K,98.28K,54.5,12.35,876.45M,No,38.24,40.64,36.94,43.51,6.03
196,SGFIN.NS,598.65,343.66K,Finance,Investment Banks/Brokers,92.0,88.0,96.0,93.0,380.87K,565.66K,650.0,323.0,39.45B,No,455.26,,471.42,418.63,5.44
197,JAINREC.NS,571.5,19133.38K,Non-Energy Minerals,Other Metals/Minerals,92.0,85.0,92.0,92.0,1632.68K,2526.90K,593.95,247.57,197.22B,No,432.3,,450.08,413.4,4.59
198,BHEL.NS,404.6,17886.76K,Producer Manufacturing,Electrical Products,92.0,96.0,93.0,93.0,19023.01K,31099.42K,408.9,205.12,1408.84B,No,291.86,263.44,297.84,277.84,4.03
199,DATAPATTNS.NS,4103.4,813.98K,Electronic Technology,Electronic Production Equipment,92.0,80.0,95.0,93.0,1212.80K,1470.86K,4303.0,2131.0,229.72B,No,3480.19,2885.49,3517.19,3006.27,5.17
200,NGLFINE.NS,2340.7,36.57K,Health Technology,Pharmaceuticals: Major,92.0,14.0,84.0,93.0,7.43K,13.80K,2767.9,980.0,14.46B,No,2272.65,1684.45,2234.21,1809.4,6.49
201,BGRENERGY.NS,279.5,50.18K,Industrial Services,Engineering & Construction,92.0,20.0,9.0,6.0,108.99K,171.21K,490.8,94.0,20.17B,No,304.91,295.91,298.19,345.56,4.26
202,KRISHANA.NS,702.05,617.56K,Process Industries,Chemicals: Agricultural,92.0,64.0,92.0,90.0,215.68K,470.19K,704.0,327.15,43.41B,No,552.51,531.3,561.57,526.65,5.19
203,SCPL.NS,459.15,17.16K,Consumer Non-Durables,Food: Meat/Fish/Dairy,92.0,94.0,94.0,96.0,10.36K,26.68K,475.0,190.03,4.89B,No,332.58,284.7,338.74,298.04,4.28
204,SAYAJIIND.BO,115.46,2.10K,Process Industries,Chemicals: Specialty,92.0,69.0,94.0,92.0,4.44K,7.40K,115.46,53.75,2.92B,No,98.1,79.48,99.91,83.68,4.74
205,RISHABH.NS,527.15,338.36K,Producer Manufacturing,Electrical Products,92.0,86.0,87.0,88.0,104.73K,103.89K,543.2,230.2,20.32B,No,431.01,398.14,431.6,409.34,5.25
206,TEJASSVI.BO,40.21,5.53K,Process Industries,Textiles,92.0,45.0,94.0,97.0,3.95K,8.58K,40.21,13.75,281.47M,No,34.38,26.21,34.47,27.54,1.93
207,RAMAVISION.BO,161.65,2.15K,Distribution Services,Medical Distributors,92.0,86.0,86.0,91.0,4.70K,3.54K,190.85,74.0,1.69B,No,144.71,117.44,145.04,131.08,9.1
208,GALLANTT.NS,869.25,539.95K,Non-Energy Minerals,Steel,92.0,86.0,95.0,95.0,3165.85K,773.39K,948.0,400.0,209.73B,No,672.71,625.22,680.28,602.47,6.18
209,BELRISE.NS,222.39,2149.67K,Producer Manufacturing,Auto Parts: Oem,92.0,57.0,78.0,93.0,5487.30K,3960.80K,228.8,89.15,197.90B,No,198.83,167.65,201.16,178.94,3.13
210,VALIANT.BO,989.6,14.01K,Electronic Technology,Telecommunications Equipment,92.0,33.0,73.0,86.0,12.49K,11.06K,1160.0,362.37,11.32B,No,985.76,803.51,977.8,884.27,4.49
211,SCI.NS,339.05,33376.88K,Transportation,Air Freight/Couriers,92.0,94.0,94.0,89.0,10831.82K,11372.79K,345.0,158.06,157.93B,No,263.1,236.89,265.2,246.78,5.18
212,SCBL.BO,47.5,2.13K,Non-Energy Minerals,Other Metals/Minerals,92.0,31.0,33.0,98.0,5.17K,0.82K,64.13,6.75,50.98M,No,48.79,35.87,47.47,37.16,2.65
213,GOKULAGRO.NS,238.74,597.72K,Process Industries,Agricultural Commodities/Milling,92.0,71.0,91.0,91.0,2592.18K,1214.05K,249.92,106.31,70.45B,No,194.84,180.97,198.85,184.58,4.69
214,SYRMA.NS,1100.15,1230.81K,Electronic Technology,Electronic Production Equipment,92.0,87.0,88.0,90.0,1260.26K,1170.37K,1136.45,463.0,211.92B,No,864.9,799.48,875.99,814.04,3.95
215,APOLLOPIPE.NS,497.0,1019.21K,Producer Manufacturing,Miscellaneous Manufacturing,92.0,51.0,97.0,94.0,2159.36K,535.14K,540.15,252.1,21.83B,No,418.17,356.39,430.49,346.93,5.58
216,KESAR.BO,1246.75,10.20K,Finance,Real Estate Development,92.0,22.0,47.0,94.0,11.84K,11.70K,1287.4,530.0,35.62B,No,1191.67,947.45,1180.12,1084.29,2.37
217,NANTA.BO,405.45,4.80K,Distribution Services,Wholesale Distributors,92.0,88.0,91.0,,18.10K,11.76K,455.0,234.0,2.08B,No,335.94,,344.69,,5.32
218,APARINDS.NS,12810.0,51.04K,Electronic Technology,Electronic Equipment/Instruments,92.0,75.0,86.0,93.0,132.52K,133.92K,12900.0,5840.0,514.56B,No,10830.66,9181.23,10899.3,9521.9,3.98
219,PESB.BO,296.0,10.40K,Finance,Investment Banks/Brokers,92.0,87.0,89.0,91.0,24.91K,12.80K,333.95,130.0,4.66B,No,250.61,213.87,255.89,228.92,4.31
220,MNIL.BO,42.03,22.56K,Finance,Real Estate Development,92.0,36.0,40.0,96.0,2.88K,6.24K,50.45,17.14,1.08B,No,41.61,33.06,41.76,37.47,9.96
221,PURPLEFIN.BO,72.04,72.00K,Finance,Finance/Rental/Leasing,92.0,82.0,87.0,95.0,79.99K,74.22K,75.1,33.0,4.24B,No,60.9,48.6,60.55,53.77,4.69
222,SAKAR.NS,545.5,93.92K,Health Technology,Pharmaceuticals: Major,92.0,15.0,88.0,92.0,127.67K,113.29K,661.95,264.25,11.97B,No,560.03,423.65,559.72,456.68,6.01
223,SOBME.BO,904.35,0.90K,Non-Energy Minerals,Construction Materials,92.0,14.0,72.0,61.0,0.54K,0.34K,920.6,349.5,8.82B,No,820.33,841.4,834.34,853.94,2.99
224,BSE.NS,3907.4,9143.25K,Finance,Investment Banks/Brokers,92.0,78.0,89.0,93.0,4709.86K,3206.79K,3994.0,2021.5,1586.91B,No,3134.43,2703.32,3179.25,2879.31,2.42
225,SVJ.BO,381.0,1.50K,Consumer Non-Durables,Food: Major Diversified,92.0,1.0,5.0,95.0,1.52K,1.43K,583.55,185.9,2.12B,No,487.57,349.25,449.1,451.84,2.57
226,MBAPL.NS,574.2,105.13K,Process Industries,Chemicals: Agricultural,92.0,32.0,89.0,91.0,348.83K,286.26K,585.0,275.6,50.32B,No,496.02,439.75,500.23,446.64,4.02
227,HSIL.BO,301.5,111.60K,Health Technology,Medical Specialties,91.0,36.0,65.0,73.0,26.33K,30.08K,367.1,89.99,3.93B,No,280.54,277.91,279.2,283.79,5.08
228,SHADOWFAX.NS,169.48,1288.97K,Technology Services,Packaged Software,91.0,91.0,94.0,,2011.62K,1889.53K,177.01,98.55,98.91B,No,132.1,,133.12,,5.72
229,WELCORP.NS,1291.9,365.52K,Producer Manufacturing,Industrial Machinery,91.0,92.0,95.0,90.0,728.12K,961.46K,1315.0,710.0,340.68B,No,964.04,875.94,988.23,875.27,3.65
230,ADANIENSOL.NS,1353.6,3113.14K,Utilities,Electric Utilities,91.0,92.0,94.0,91.0,2490.71K,4457.90K,1463.65,744.9,1626.06B,No,1121.94,969.3,1141.78,1029.18,4.63
231,SMSPHARMA.NS,416.35,257.98K,Health Technology,Pharmaceuticals: Major,91.0,31.0,86.0,92.0,432.95K,284.52K,447.8,207.7,38.99B,No,396.19,313.68,396.81,343.57,4.45
232,SHRIPISTON.NS,3604.4,35.97K,Producer Manufacturing,Auto Parts: Oem,91.0,73.0,88.0,90.0,100.44K,64.06K,3764.9,2085.1,158.77B,No,3232.01,2872.36,3278.99,3014.68,3.98
233,WELINV.NS,1639.2,0.17K,Finance,Investment Banks/Brokers,91.0,82.0,88.0,86.0,0.85K,1.71K,1700.0,741.15,6.01B,No,1342.63,1208.48,1359.15,1295.22,4.97
234,AUSOMENT.NS,152.2,27.44K,Finance,Investment Banks/Brokers,91.0,96.0,91.0,92.0,10.91K,37.47K,178.0,78.27,2.07B,No,111.86,110.01,115.05,112.94,6.19
235,BHARATFORG.NS,1989.7,3398.57K,Producer Manufacturing,Metal Fabrication,91.0,47.0,84.0,93.0,1654.80K,1826.72K,2044.0,1100.5,951.25B,No,1816.66,1457.78,1806.48,1580.2,3.06
236,JATTAINDUS.BO,409.8,0.21K,Process Industries,Textiles,91.0,5.0,46.0,95.0,0.42K,0.29K,454.1,200.0,1.80B,No,419.08,319.94,418.11,379.33,3.96
237,PRECOT.NS,620.35,5.32K,Process Industries,Textiles,91.0,67.0,97.0,87.0,6.92K,9.80K,643.65,300.05,7.44B,No,518.68,469.63,535.92,461.87,4.7
238,TRITONV.BO,1048.65,2.81K,Consumer Durables,Automotive Aftermarket,91.0,87.0,95.0,90.0,4.38K,4.66K,1089.9,630.5,5.37B,No,853.74,764.7,861.11,793.68,5.45
239,ARIS.NS,154.2,4846.17K,Technology Services,Packaged Software,91.0,94.0,94.0,,1398.38K,1999.11K,156.99,82.18,12.61B,No,115.41,,117.11,,5.19
240,CONCORD.BO,81.51,2.12K,Health Technology,Pharmaceuticals: Major,91.0,57.0,49.0,84.0,6.40K,5.34K,92.52,29.0,1.07B,No,77.61,72.98,77.71,78.16,6.47
241,SEAMECLTD.NS,1501.3,66.56K,Industrial Services,Oilfield Services/Equipment,91.0,10.0,72.0,95.0,69.33K,41.48K,1647.9,752.55,38.30B,No,1440.01,1088.07,1462.53,1194.41,4.08
242,RRKABEL.NS,1942.4,681.91K,Producer Manufacturing,Electrical Products,91.0,95.0,91.0,90.0,433.06K,1389.02K,1984.0,1164.0,219.70B,No,1475.89,1383.7,1473.92,1433.68,4.47
243,GODAVARI.BO,130.15,19.77K,Health Technology,Pharmaceuticals: Major,91.0,94.0,93.0,93.0,10.36K,12.54K,132.96,69.7,1.32B,No,97.26,87.14,101.65,89.1,6.85
244,GRWRHITECH.NS,5290.3,97.16K,Process Industries,Chemicals: Specialty,91.0,94.0,88.0,93.0,95.00K,294.32K,5560.0,2681.0,122.91B,No,3972.03,3524.74,3965.73,3698.74,5.39
245,BINNYMILLS.BO,332.2,0.10K,Process Industries,Textiles,91.0,7.0,91.0,90.0,0.18K,0.14K,359.4,169.35,858.16M,No,273.06,,307.02,269.74,3.47
246,SJS.NS,2012.5,264.25K,Producer Manufacturing,Auto Parts: Oem,91.0,80.0,78.0,86.0,133.30K,240.11K,2033.9,925.0,64.39B,No,1702.27,1590.29,1692.37,1691.39,3.85
247,IZMO.NS,703.85,28.71K,Technology Services,Packaged Software,91.0,15.0,64.0,36.0,124.21K,37.06K,1374.7,273.1,10.53B,No,715.53,757.71,697.48,770.79,3.96
248,LUMAXIND.NS,5760.0,68.12K,Producer Manufacturing,Auto Parts: Oem,91.0,71.0,75.0,80.0,37.72K,11.68K,6934.5,2310.3,53.84B,No,5310.63,4968.27,5227.97,5289.66,4.14
249,CARGOTRANS.BO,158.0,4.50K,Transportation,Air Freight/Couriers,91.0,26.0,40.0,96.0,12.99K,29.85K,179.8,68.0,935.62M,No,152.66,126.55,153.2,152.01,4.49
250,REMIEDEL.BO,182.35,52.50K,Non-Energy Minerals,Steel,91.0,87.0,90.0,86.0,2.81K,2.38K,184.85,75.25,2.30B,No,143.99,142.8,147.65,139.92,7.68
251,RAMRAT.NS,444.75,195.94K,Producer Manufacturing,Electrical Products,91.0,94.0,95.0,91.0,234.61K,382.85K,474.15,256.2,41.52B,No,349.47,329.32,356.63,323.47,5.65
252,ADVAIT.NS,2096.6,68.13K,Producer Manufacturing,Electrical Products,91.0,66.0,92.0,,55.83K,54.38K,2163.0,1351.0,22.93B,No,1788.26,,1818.2,,5.06
253,GESHIP.NS,1588.3,1103.89K,Transportation,Marine Shipping,91.0,56.0,84.0,92.0,592.42K,718.44K,1618.9,845.0,226.76B,No,1427.25,1160.91,1452.62,1244.3,3.5
254,ASMTEC.BO,3524.25,58.35K,Technology Services,Information Technology Services,91.0,93.0,85.0,65.0,22.72K,27.19K,4595.55,1365.05,51.41B,No,2671.76,3196.13,2745.64,3048.81,5.01
255,SKRABUL.BO,46.05,0.00K,Consumer Durables,Other Consumer Specialties,91.0,73.0,26.0,95.0,0.79K,0.37K,50.38,16.78,230.95M,No,39.39,30.27,40.3,35.43,1.85
256,COASTCORP.NS,62.38,236.81K,Transportation,Marine Shipping,91.0,82.0,84.0,92.0,140.88K,199.83K,64.7,30.01,4.18B,No,49.03,42.63,49.72,46.35,6.13
257,KERNEX.NS,1583.8,724.26K,Electronic Technology,Computer Communications,91.0,92.0,86.0,84.0,185.49K,292.21K,1626.0,694.15,26.61B,No,1118.6,1150.22,1141.68,1178.97,4.46
258,BBOX.NS,748.4,626.70K,Technology Services,Information Technology Services,91.0,95.0,89.0,90.0,672.29K,1880.46K,762.0,372.15,132.84B,No,540.35,524.11,544.95,534.58,4.59
259,OSIAJEE.BO,469.2,35.40K,Process Industries,Textiles,90.0,50.0,35.0,82.0,16.86K,11.96K,480.95,195.5,2.53B,No,422.95,368.07,422.61,413.52,4.12
260,GMDCLTD.NS,684.7,2410.42K,Distribution Services,Wholesale Distributors,90.0,55.0,69.0,80.0,5342.70K,5268.14K,771.9,288.95,217.73B,No,615.69,553.45,623.09,581.53,5.04
261,COROENGG.BO,95.82,15.09K,Consumer Durables,Homebuilding,90.0,6.0,73.0,93.0,11.99K,17.94K,114.93,55.17,3.34B,No,85.64,,87.48,80.56,2.36
262,GEL.BO,318.2,7.12K,Distribution Services,Wholesale Distributors,90.0,17.0,59.0,76.0,3.79K,9.75K,369.5,115.65,980.37M,No,294.79,286.71,298.31,290.66,11.45
263,VGCL.BO,58.0,19.02K,Finance,Investment Managers,90.0,97.0,96.0,90.0,16.38K,11.04K,58.35,28.1,1.33B,No,38.65,39.72,40.29,38.64,8.12
264,MANINDS.NS,529.8,435.22K,Producer Manufacturing,Industrial Machinery,90.0,73.0,93.0,89.0,1236.27K,485.12K,570.0,258.05,39.74B,No,445.99,414.83,446.33,416.57,5.1
265,ANL.BO,283.0,10.00K,Health Technology,Biotechnology,90.0,91.0,,,23.00K,27.00K,300.0,150.1,2.05B,No,202.55,,212.25,,6.26
266,AZAD.NS,2315.6,745.53K,Producer Manufacturing,Metal Fabrication,90.0,93.0,93.0,91.0,394.46K,715.31K,2350.0,1360.0,149.55B,No,1765.23,1641.92,1778.29,1667.65,4.57
267,APCOTEXIND.NS,520.65,1483.50K,Process Industries,Chemicals: Specialty,90.0,94.0,92.0,93.0,44.58K,109.00K,559.9,310.45,26.99B,No,376.83,382.36,383.66,376.81,3.58
268,RUBICON.NS,955.8,203.78K,Health Technology,Biotechnology,90.0,76.0,90.0,94.0,218.33K,202.25K,1013.4,570.75,157.47B,No,834.1,,845.97,733.66,4.12
269,AGRIBIO.BO,303.6,16.67K,Distribution Services,Wholesale Distributors,90.0,53.0,86.0,91.0,10.87K,9.63K,305.0,171.0,3.30B,No,269.27,229.12,273.71,243.41,2.98
270,AMEENJI.BO,167.5,69.60K,Producer Manufacturing,Miscellaneous Manufacturing,90.0,94.0,92.0,88.0,20.18K,28.68K,175.0,96.05,1.89B,No,128.45,,132.15,132.13,3.83
271,ABANSENT.NS,39.09,3.51K,Distribution Services,Wholesale Distributors,90.0,,,,39.86K,51.15K,48.85,22.3,,No,,,,,
272,SHRICON.BO,278.0,0.06K,Industrial Services,Engineering & Construction,90.0,98.0,82.0,96.0,0.62K,1.25K,278.0,122.55,344.72M,No,186.85,,182.64,176.25,4.63
273,NITTAGELA.NS,1271.55,26.11K,Consumer Non-Durables,Food: Specialty/Candy,90.0,,,,14.11K,17.84K,1297.0,837.05,,No,,,,,
274,LOKESHMACH.NS,267.14,13.93K,Technology Services,Information Technology Services,90.0,78.0,93.0,91.0,92.94K,40.92K,286.8,138.96,5.34B,No,223.3,194.62,231.29,194.25,6.49
275,HAPPYFORGE.NS,1443.6,114.42K,Producer Manufacturing,Metal Fabrication,90.0,51.0,82.0,91.0,79.21K,79.47K,1462.0,765.55,136.20B,No,1288.19,1088.51,1285.34,1158.9,3.91
276,RICOAUTO.NS,126.44,3699.93K,Producer Manufacturing,Auto Parts: Oem,90.0,39.0,46.0,93.0,2719.97K,1479.14K,142.4,59.3,17.11B,No,114.71,106.23,113.11,113.51,3.17
277,GAUDIUMIVF.NS,117.27,183.85K,Health Services,Medical/Nursing Services,90.0,95.0,,,1688.71K,681.32K,133.0,69.18,8.54B,No,,,94.09,,7.8
