Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W,ADR_Pct
2772,GALLARD.BO,156.05,10.00K,Producer Manufacturing,Industrial Machinery,12.0,46.0,45.0,,15.09K,15.10K,245.95,110.0,1.48B,No,145.34,,143.02,,5.31
2773,IXIGO.NS,168.38,594.50K,Technology Services,Internet Software/Services,12.0,5.0,3.0,6.0,1988.39K,1225.36K,339.15,145.1,73.78B,No,170.46,236.65,170.59,219.71,3.27
2774,EMERALD.BO,63.49,44.82K,Finance,Regional Banks,12.0,18.0,23.0,15.0,78.12K,54.43K,103.5,45.5,2.19B,No,59.69,73.85,59.01,71.0,6.11
2775,SONATSOFTW.NS,297.15,29632.23K,Technology Services,Information Technology Services,12.0,72.0,14.0,24.0,1226.88K,544.88K,452.8,207.15,82.25B,No,251.58,331.38,250.55,310.47,3.88
2776,CONTCHM.BO,64.99,0.22K,Technology Services,Packaged Software,12.0,17.0,10.0,48.0,0.15K,0.14K,87.08,56.89,146.16M,No,68.44,72.42,62.77,69.74,2.58
2777,JUNIPER.NS,212.15,42.18K,Consumer Services,Hotels/Resorts/Cruise Lines,12.0,12.0,17.0,18.0,222.89K,181.23K,345.55,188.5,47.20B,No,208.26,251.42,207.28,233.89,3.25
2778,VIPIND.NS,309.0,689.77K,Consumer Durables,Other Consumer Specialties,12.0,5.0,6.0,17.0,329.25K,778.70K,492.3,292.05,43.89B,No,326.84,384.4,322.57,361.77,3.26
2779,HARIOMPIPE.NS,341.1,506.39K,Non-Energy Minerals,Steel,12.0,74.0,6.0,17.0,179.89K,215.43K,572.2,268.05,10.56B,No,319.47,403.84,316.21,367.29,4.5
2780,SREEL.NS,183.94,5.83K,Retail Trade,Apparel/Footwear Retail,12.0,13.0,10.0,25.0,8.32K,7.96K,262.0,165.25,4.26B,No,187.44,217.04,183.87,207.09,3.09
2781,STYL.NS,271.95,821.82K,Technology Services,Packaged Software,12.0,45.0,39.0,12.0,172.65K,106.75K,437.45,209.11,44.00B,No,241.07,,239.25,278.4,4.32
2782,CHECKPOINT.BO,43.71,15.73K,Distribution Services,Medical Distributors,12.0,46.0,0.0,6.0,21.61K,22.24K,144.4,16.06,239.02M,No,52.61,69.56,49.42,81.05,4.58
2783,SMLT.NS,73.68,5.46K,Non-Energy Minerals,Steel,12.0,42.0,54.0,8.0,26.07K,17.23K,140.0,56.61,1.01B,No,69.26,90.4,69.36,81.71,4.91
2784,HISARSP.BO,49.0,0.30K,Process Industries,Textiles,12.0,2.0,21.0,13.0,1.23K,0.83K,67.13,40.8,183.02M,No,52.87,,55.62,53.16,1.34
2785,VIKRAN.NS,76.29,1934.67K,Industrial Services,Engineering & Construction,12.0,53.0,8.0,17.0,3258.25K,2422.08K,118.4,51.1,19.68B,No,65.99,,65.04,84.01,4.13
2786,ANIRIT.BO,50.0,19.27K,Process Industries,Textiles,12.0,19.0,83.0,2.0,5.37K,4.69K,110.25,33.25,900.00M,No,47.76,65.79,48.51,57.52,6.01
2787,MULTIBASE.BO,195.85,4.55K,Process Industries,Industrial Specialties,12.0,40.0,14.0,27.0,8.57K,3.96K,308.35,156.0,2.47B,No,187.0,224.41,184.15,210.42,4.28
2788,AEL.BO,125.7,6.05K,Producer Manufacturing,Metal Fabrication,12.0,12.0,8.0,18.0,8.15K,5.18K,187.0,94.0,1.59B,No,126.92,148.6,125.33,146.11,4.37
2789,DCAL.NS,187.25,193.50K,Health Technology,Pharmaceuticals: Major,12.0,79.0,9.0,5.0,438.82K,448.93K,321.95,128.5,29.36B,No,166.95,232.17,163.87,211.92,4.66
2790,INOVSYNTH.BO,64.41,20.82K,Miscellaneous,Miscellaneous,12.0,4.0,21.0,16.0,29.28K,71.84K,139.85,50.1,5.41B,No,70.67,84.42,69.34,76.09,6.77
2791,AHLADA.NS,45.7,12.05K,Producer Manufacturing,Building Products,12.0,33.0,19.0,16.0,21.04K,8.40K,81.0,31.22,590.49M,No,42.78,52.86,42.36,48.88,4.78
2792,TOLINS.NS,110.25,71.23K,Consumer Durables,Automotive Aftermarket,12.0,52.0,21.0,3.0,126.39K,85.66K,202.0,83.04,4.36B,No,104.9,140.56,103.24,128.79,4.04
2793,WIPRO.NS,197.91,15945.86K,Technology Services,Information Technology Services,12.0,9.0,6.0,28.0,21267.85K,20692.89K,273.1,186.5,2074.29B,No,198.91,235.63,197.75,228.58,1.79
2794,INDOUS.NS,111.96,13.93K,Process Industries,Agricultural Commodities/Milling,12.0,19.0,13.0,29.0,60.61K,18.05K,206.0,96.05,2.25B,No,111.57,131.41,105.74,120.85,3.99
2795,CPEDU.NS,193.62,8.85K,Commercial Services,Miscellaneous Commercial Services,12.0,29.0,14.0,4.0,8.79K,6.22K,338.75,141.0,3.52B,No,186.26,,183.46,231.83,6.3
2796,STARIMAGIN.BO,85.51,28.00K,Health Services,Medical/Nursing Services,12.0,96.0,60.0,4.0,41.26K,32.20K,152.0,46.0,1.49B,No,65.7,,65.74,91.84,7.08
2797,MPHASIS.NS,2214.2,271.90K,Technology Services,Packaged Software,12.0,5.0,4.0,23.0,654.76K,673.93K,3037.2,2013.0,422.51B,No,2235.31,2645.84,2220.32,2564.56,3.33
2798,DECOMIC.BO,57.13,0.50K,Commercial Services,Miscellaneous Commercial Services,12.0,16.0,9.0,16.0,0.43K,1.04K,90.0,51.24,239.95M,No,59.62,70.8,58.7,64.72,3.17
2799,PCCOSMA.BO,336.65,1.85K,Consumer Non-Durables,Household/Personal Care,12.0,4.0,39.0,10.0,1.99K,2.86K,710.0,285.55,890.86M,No,336.32,405.6,336.98,375.07,8.28
2800,AMBARPIL.BO,188.2,0.73K,Process Industries,Agricultural Commodities/Milling,12.0,55.0,26.0,4.0,1.35K,0.79K,432.85,145.0,1.08B,No,170.19,251.59,169.13,219.54,4.81
2801,COFORGE.NS,1368.1,9374.72K,Technology Services,Information Technology Services,11.0,34.0,4.0,17.0,3978.13K,5244.69K,1994.0,1008.1,587.80B,No,1192.54,1588.43,1195.6,1520.37,3.49
2802,AHMDSTE.BO,171.35,2.22K,Producer Manufacturing,Building Products,11.0,63.0,21.0,42.0,7.21K,2.07K,294.0,84.0,2.59B,No,162.27,186.34,157.43,176.61,6.94
2803,MPSLTD.NS,1699.0,16.58K,Consumer Services,Publishing: Books/Magazines,11.0,16.0,13.0,19.0,30.10K,13.85K,2975.0,1336.1,28.84B,No,1594.61,1989.06,1604.55,1842.04,3.6
2804,SAMRATPH.BO,214.95,0.99K,Process Industries,Chemicals: Specialty,11.0,23.0,47.0,14.0,2.22K,2.24K,420.0,190.0,664.13M,No,209.62,263.46,209.66,233.39,5.24
2805,ITCHOTELS.NS,164.5,2344.56K,Consumer Services,Hotels/Resorts/Cruise Lines,11.0,49.0,12.0,15.0,5586.35K,3450.49K,261.62,137.3,342.65B,No,159.72,200.68,156.02,183.31,2.75
2806,PNBGILTS.NS,72.27,265.07K,Finance,Investment Banks/Brokers,11.0,19.0,16.0,23.0,381.13K,280.57K,119.8,58.6,13.01B,No,71.73,86.09,70.3,78.69,3.44
2807,INDOFARM.NS,148.4,124.31K,Producer Manufacturing,Trucks/Construction/Farm Machinery,11.0,23.0,8.0,5.0,279.25K,222.22K,271.69,110.7,7.13B,No,134.55,190.55,134.07,172.6,4.31
2808,BANG.NS,39.97,9.82K,Consumer Non-Durables,Apparel/Footwear,11.0,61.0,10.0,10.0,12.59K,10.81K,64.01,26.61,541.99M,No,36.68,47.17,35.69,44.47,5.39
2809,TECHNICHEM.BO,46.98,2.00K,Process Industries,Chemicals: Major Diversified,11.0,49.0,4.0,44.0,8.94K,7.20K,66.0,32.95,813.75M,No,48.17,49.95,49.21,50.5,2.46
2810,KITEX.NS,171.08,494.94K,Process Industries,Textiles,11.0,16.0,10.0,32.0,1332.21K,662.80K,324.42,138.2,34.13B,No,166.79,188.8,164.3,182.53,2.6
2811,RSYSTEMS.NS,309.05,1389.07K,Technology Services,Information Technology Services,11.0,40.0,5.0,12.0,2655.57K,908.51K,496.9,229.25,36.63B,No,273.62,376.09,268.12,347.12,4.42
2812,SWANAGRO.BO,46.52,18.00K,Producer Manufacturing,Trucks/Construction/Farm Machinery,11.0,39.0,18.0,14.0,10.11K,6.00K,76.1,38.5,884.64M,No,45.24,59.1,44.46,53.07,2.97
2813,IRIS.NS,245.04,23.92K,Technology Services,Data Processing Services,11.0,16.0,7.0,19.0,31.63K,18.10K,426.95,203.0,5.04B,No,239.02,300.14,235.8,278.33,4.08
2814,JKLAKSHMI.NS,664.4,48.47K,Non-Energy Minerals,Construction Materials,11.0,30.0,10.0,17.0,152.30K,58.19K,1021.2,549.95,82.48B,No,637.73,788.8,625.22,728.93,2.46
2815,TCC.NS,376.65,13.30K,Distribution Services,Wholesale Distributors,11.0,30.0,,,25.95K,6.40K,526.4,310.0,,No,,,377.82,,5.46
2816,JUBLFOOD.NS,473.3,1392.17K,Consumer Services,Restaurants,11.0,37.0,20.0,22.0,3059.68K,2014.76K,718.95,408.8,311.28B,No,471.83,561.72,465.04,527.86,2.97
2817,ELITECON.NS,36.79,2082.96K,Process Industries,Textiles,11.0,,,,1022.16K,969.48K,46.4,36.01,,No,,,,,
2818,ANDHRAPET.BO,40.35,32.74K,Process Industries,Chemicals: Specialty,11.0,63.0,13.0,17.0,64.57K,40.83K,63.51,29.39,3.43B,No,38.68,47.58,37.98,44.94,5.16
2819,KRSNAA.NS,599.5,240.96K,Health Services,Medical/Nursing Services,11.0,27.0,8.0,19.0,69.33K,58.88K,894.4,515.0,19.45B,No,598.73,734.81,590.72,686.7,3.13
2820,DSINVEST.BO,305.45,0.01K,Finance,Investment Banks/Brokers,11.0,3.0,7.0,27.0,0.06K,0.06K,461.6,299.55,96.24M,No,351.89,390.65,344.17,382.89,1.18
2821,MANRAJH.BO,42.6,0.00K,Finance,Finance/Rental/Leasing,11.0,8.0,12.0,12.0,0.06K,0.26K,61.84,31.39,213.00M,No,42.31,51.39,41.42,48.44,3.11
2822,DYNAVSN.BO,177.0,0.01K,Finance,Real Estate Development,11.0,40.0,23.0,25.0,0.44K,0.10K,309.0,145.0,679.68M,No,169.0,204.93,168.22,188.18,4.43
2823,SURJIND.BO,47.99,2.08K,Process Industries,Agricultural Commodities/Milling,11.0,30.0,25.0,50.0,5.49K,2.58K,91.0,38.1,4.19B,No,46.52,55.81,45.71,46.78,6.58
2824,AMBUJACEM.NS,444.3,5042.40K,Non-Energy Minerals,Construction Materials,11.0,12.0,7.0,18.0,3117.08K,4933.81K,624.95,394.0,1104.00B,No,449.48,533.34,438.39,507.0,2.52
2825,EMSLIMITED.NS,363.7,139.44K,Industrial Services,Engineering & Construction,11.0,66.0,50.0,9.0,558.03K,369.83K,682.85,256.05,20.20B,No,313.54,441.95,313.81,383.43,3.99
2826,DUROPLY.BO,141.05,1.07K,Non-Energy Minerals,Forest Products,11.0,9.0,22.0,20.0,5.59K,1.36K,269.95,120.6,1.53B,No,138.78,172.19,139.05,158.1,5.18
2827,COSMOFE.BO,151.4,5.23K,Producer Manufacturing,Metal Fabrication,11.0,58.0,50.0,10.0,12.99K,4.32K,335.0,89.95,1.82B,No,121.41,183.28,123.05,151.42,5.98
2828,AJMERA.NS,129.72,402.62K,Finance,Real Estate Development,11.0,55.0,24.0,3.0,417.57K,366.25K,221.4,98.03,25.53B,No,120.83,170.46,118.68,160.21,4.72
2829,GUJCRAFT.BO,103.6,3.75K,Process Industries,Containers/Packaging,11.0,48.0,14.0,18.0,3.17K,3.41K,184.7,89.95,506.43M,No,101.4,121.24,102.14,114.46,6.96
2830,SIMPLXPAP.BO,1597.0,0.00K,Distribution Services,Wholesale Distributors,11.0,51.0,28.0,26.0,0.01K,0.01K,2094.0,1350.05,47.93M,No,1532.34,1785.26,1518.38,1575.86,3.05
2831,KUANTUM.NS,79.84,62.73K,Process Industries,Pulp & Paper,11.0,35.0,22.0,14.0,94.69K,93.41K,135.0,65.01,6.97B,No,80.19,98.49,78.66,89.87,3.99
2832,HDFCBANK.NS,780.85,38003.47K,Finance,Major Banks,11.0,7.0,6.0,21.0,44292.46K,33842.82K,1020.5,726.65,12021.52B,No,810.56,933.42,790.92,907.18,1.81
2833,DPABHUSHAN.NS,1105.6,14.42K,Retail Trade,Specialty Stores,11.0,38.0,12.0,21.0,20.21K,14.16K,1729.6,922.0,25.24B,No,1070.68,1379.09,1044.34,1280.89,4.44
2834,APOLLOFI.BO,369.8,1.59K,Finance,Finance/Rental/Leasing,10.0,25.0,19.0,22.0,0.58K,0.61K,604.0,317.55,1.38B,No,367.81,431.29,362.25,395.55,6.06
2835,GARFIBRES.NS,641.15,308.26K,Producer Manufacturing,Miscellaneous Manufacturing,10.0,24.0,8.0,33.0,112.73K,119.87K,970.0,579.75,63.64B,No,623.91,715.96,617.73,667.56,3.31
2836,KRANTI.BO,61.59,1.73K,Producer Manufacturing,Auto Parts: Oem,10.0,43.0,24.0,12.0,7.76K,1.95K,119.79,47.86,785.91M,No,59.04,76.18,58.42,71.92,5.39
2837,NDTV.NS,79.7,127.86K,Consumer Services,Broadcasting,10.0,34.0,25.0,36.0,287.92K,322.83K,177.95,58.75,8.99B,No,76.39,97.87,75.71,83.78,4.35
2838,SHILGRAVQ.BO,175.9,0.47K,Producer Manufacturing,Industrial Machinery,10.0,27.0,30.0,11.0,4.53K,1.95K,315.0,130.0,1.08B,No,171.18,214.29,168.46,198.12,5.84
2839,SWANCORP.NS,353.05,1153.15K,Utilities,Electric Utilities,10.0,31.0,6.0,15.0,1525.71K,1693.18K,526.7,295.65,110.67B,No,341.52,423.12,334.25,404.26,4.14
2840,XELPMOC.NS,93.12,63.27K,Technology Services,Information Technology Services,10.0,14.0,1.0,13.0,25.41K,27.56K,155.5,83.45,1.51B,No,106.13,114.08,100.27,120.32,5.67
2841,GLEN.BO,74.09,20.40K,Process Industries,Containers/Packaging,10.0,28.0,35.0,49.0,45.60K,44.28K,164.85,58.0,1.78B,No,72.24,,72.09,77.04,5.3
2842,JAINEX.BO,125.5,0.25K,Consumer Durables,Tools & Hardware,10.0,27.0,40.0,4.0,0.60K,0.44K,233.0,95.55,281.69M,No,117.76,154.65,117.1,137.51,7.32
2843,RAYALEMA.BO,31.86,0.56K,Consumer Services,Hotels/Resorts/Cruise Lines,10.0,63.0,31.0,18.0,1.78K,1.01K,63.99,22.1,631.85M,No,30.06,38.91,29.45,35.08,8.9
2844,ZAGGLE.NS,259.11,936.43K,Technology Services,Packaged Software,10.0,50.0,16.0,9.0,2171.04K,898.05K,469.8,186.05,34.91B,No,233.55,324.56,235.61,297.52,3.93
2845,APL.BO,79.94,1.00K,Distribution Services,Medical Distributors,10.0,54.0,21.0,31.0,7.84K,4.40K,126.0,65.2,680.48M,No,78.6,,78.25,82.65,3.57
2846,PRIMAPLA.BO,103.7,4.25K,Consumer Durables,Home Furnishings,10.0,2.0,19.0,20.0,10.01K,11.69K,175.0,88.0,1.14B,No,110.83,125.41,107.57,117.85,7.32
2847,AASHKA.BO,77.0,1.00K,Health Services,Hospital/Nursing Management,10.0,23.0,9.0,22.0,8.23K,16.60K,105.5,59.0,1.80B,No,75.28,90.37,70.32,80.18,6.5
2848,SYNGENE.NS,458.1,650.19K,Commercial Services,Miscellaneous Commercial Services,10.0,58.0,25.0,9.0,2508.52K,8532.06K,728.6,380.0,184.09B,No,421.76,573.79,423.02,533.31,4.65
2849,LELAVOIR.BO,215.25,3.20K,Process Industries,Agricultural Commodities/Milling,10.0,11.0,23.0,14.0,5.86K,5.54K,340.6,142.1,746.49M,No,215.63,248.16,220.34,226.12,7.13
2850,TRACXN.NS,35.61,173.26K,Technology Services,Internet Software/Services,10.0,48.0,34.0,7.0,402.40K,181.84K,65.8,25.39,3.80B,No,32.44,42.89,32.26,38.3,4.73
2851,EMBDL.NS,69.98,11798.02K,Finance,Real Estate Development,10.0,90.0,28.0,16.0,2136.79K,2388.97K,128.0,39.46,97.27B,No,55.43,80.62,50.94,65.44,4.9
2852,SANBLUE.BO,41.0,0.06K,Distribution Services,Wholesale Distributors,10.0,66.0,20.0,15.0,0.13K,0.06K,73.78,28.64,204.98M,No,40.04,52.07,37.33,44.54,1.33
2853,KIRIINDUS.NS,422.2,260.68K,Process Industries,Chemicals: Specialty,10.0,30.0,10.0,19.0,457.16K,206.91K,779.0,333.8,27.51B,No,404.86,513.16,395.27,486.6,3.23
2854,JAYANT.BO,60.0,1.50K,Industrial Services,Engineering & Construction,10.0,86.0,15.0,3.0,12.24K,13.50K,110.74,43.97,620.20M,No,60.49,73.72,58.75,70.18,4.65
2855,OXYGENTAPH.BO,56.06,4.28K,Health Technology,Pharmaceuticals: Major,10.0,52.0,17.0,46.0,15.26K,5.39K,133.5,45.3,2.07B,No,52.3,64.71,52.78,56.19,6.56
2856,SWIGGY.NS,280.5,8763.05K,Transportation,Air Freight/Couriers,10.0,16.0,11.0,9.0,10769.82K,8788.50K,474.0,256.7,728.31B,No,283.84,366.63,280.07,340.82,3.22
2857,SHK.NS,152.83,263.08K,Process Industries,Chemicals: Specialty,10.0,55.0,26.0,8.0,393.51K,265.35K,275.5,111.98,21.15B,No,137.25,187.32,134.81,162.53,3.51
2858,TEXELIN.BO,72.91,88.57K,Consumer Durables,Home Furnishings,10.0,9.0,28.0,19.0,26.33K,18.94K,147.9,59.9,1.03B,No,75.81,90.67,74.79,80.8,5.8
2859,GMMPFAUDLR.NS,894.1,88.91K,Producer Manufacturing,Industrial Machinery,10.0,11.0,10.0,9.0,77.91K,61.66K,1418.0,784.0,40.20B,No,892.9,1076.59,881.18,1014.59,2.53
2860,NETWORK18.NS,34.42,4824.19K,Consumer Services,Broadcasting,10.0,33.0,16.0,11.0,4122.00K,3014.69K,65.29,27.38,53.16B,No,32.97,44.23,32.61,39.1,3.45
2861,ZWELCAST.BO,732.25,0.08K,Non-Energy Minerals,Construction Materials,10.0,11.0,38.0,16.0,0.19K,0.05K,1385.8,650.05,467.29M,No,704.73,910.18,705.31,790.42,4.53
2862,IGCL.NS,69.18,144.24K,Process Industries,Chemicals: Agricultural,10.0,37.0,42.0,7.0,166.61K,117.58K,122.0,49.46,4.37B,No,62.3,86.49,62.47,76.37,4.96
2863,CTE.NS,32.56,33.98K,Technology Services,Information Technology Services,10.0,40.0,20.0,2.0,40.50K,10.30K,59.93,20.51,626.81M,No,28.14,38.59,27.82,36.93,5.21
2864,ZAPPFRESH.BO,107.05,60.00K,Retail Trade,Food Retail,10.0,16.0,19.0,2.0,70.90K,60.96K,208.0,81.05,2.39B,No,106.05,,104.78,133.39,4.94
2865,UNICHEMLAB.NS,385.8,15.37K,Health Technology,Pharmaceuticals: Major,10.0,64.0,20.0,26.0,42.66K,37.08K,668.0,278.2,27.16B,No,339.23,438.77,337.59,397.59,5.25
2866,PHOENXINTL.BO,32.31,1.69K,Finance,Real Estate Development,9.0,34.0,9.0,21.0,4.88K,1.93K,48.99,25.25,542.47M,No,31.96,38.0,31.09,36.26,7.07
2867,1STCUS.BO,74.5,0.01K,Finance,Investment Banks/Brokers,9.0,30.0,13.0,38.0,0.32K,0.28K,139.7,65.0,111.75M,No,78.45,86.37,77.39,81.67,6.07
2868,CFEL.BO,36.61,6.63K,Process Industries,Textiles,9.0,0.0,60.0,21.0,42.15K,34.14K,90.5,26.97,915.98M,No,35.61,45.93,36.27,38.56,8.36
2869,DHANCOT.BO,121.5,0.03K,Finance,Investment Banks/Brokers,9.0,95.0,5.0,28.0,0.11K,0.03K,224.25,66.85,591.87M,No,101.49,149.43,95.1,120.57,3.9
2870,INTLCOMBQ.BO,551.55,1.61K,Producer Manufacturing,Trucks/Construction/Farm Machinery,9.0,85.0,29.0,11.0,3.45K,1.35K,1044.0,346.0,1.32B,No,454.65,628.57,459.64,555.63,5.55
2871,ANSALBU.BO,92.0,0.80K,Consumer Durables,Homebuilding,9.0,2.0,3.0,42.0,2.06K,4.43K,157.7,79.0,679.31M,No,97.18,111.08,96.09,108.61,5.95
2872,AIMCOPEST.BO,53.19,4.28K,Process Industries,Chemicals: Agricultural,9.0,73.0,35.0,13.0,7.92K,2.24K,109.65,36.0,520.33M,No,47.52,63.21,47.59,54.91,6.83
2873,ABFRL.NS,66.33,4478.65K,Retail Trade,Apparel/Footwear Retail,9.0,47.0,37.0,19.0,5950.91K,6903.68K,295.7,53.51,80.68B,No,62.34,74.03,61.31,70.4,3.62
2874,SHOPERSTOP.NS,357.2,125.37K,Retail Trade,Department Stores,9.0,70.0,18.0,10.0,184.66K,571.23K,588.75,275.95,39.33B,No,303.32,426.87,304.16,379.67,4.53
2875,TIL.NS,206.36,63.31K,Producer Manufacturing,Trucks/Construction/Farm Machinery,9.0,32.0,7.0,8.0,117.54K,50.01K,409.0,161.25,16.39B,No,198.68,267.59,194.82,242.58,5.04
2876,OSWALPUMPS.NS,410.6,833.68K,Producer Manufacturing,Industrial Machinery,9.0,69.0,55.0,2.0,1034.64K,578.93K,888.4,283.1,46.81B,No,350.41,565.54,355.09,467.42,4.3
2877,GALXBRG.BO,488.0,2.59K,Producer Manufacturing,Metal Fabrication,9.0,39.0,44.0,5.0,0.79K,0.77K,1100.0,426.05,1.55B,No,468.9,671.31,470.45,563.97,5.16
2878,SOLARIUM.BO,210.6,21.00K,Electronic Technology,Semiconductors,9.0,17.0,43.0,5.0,39.72K,29.43K,484.0,129.15,4.40B,No,179.46,271.41,183.42,226.0,4.74
2879,AGRITECH.NS,111.98,2.19K,Process Industries,Agricultural Commodities/Milling,9.0,22.0,5.0,33.0,4.97K,4.57K,187.19,92.52,665.16M,No,112.12,132.21,110.24,128.61,4.97
2880,BAJAJHCARE.NS,336.55,415.96K,Health Technology,Pharmaceuticals: Major,9.0,21.0,23.0,10.0,192.76K,151.57K,608.9,273.25,11.33B,No,321.35,404.12,319.89,377.78,3.49
2881,HAWAENG.BO,86.59,4.33K,Producer Manufacturing,Industrial Machinery,9.0,67.0,31.0,11.0,0.84K,0.37K,149.8,63.4,305.35M,No,79.2,103.53,79.81,92.85,8.26
2882,DIXON.NS,10803.0,817.66K,Electronic Technology,Electronic Production Equipment,9.0,17.0,29.0,9.0,675.70K,607.98K,18471.0,9600.0,655.59B,No,10622.44,13730.5,10548.1,12194.9,2.87
2883,ELIN.NS,131.59,194.49K,Electronic Technology,Electronic Production Equipment,9.0,60.0,6.0,4.0,203.04K,247.28K,234.0,93.65,6.54B,No,119.8,166.0,118.88,152.28,4.79
2884,ZMILGFIN.BO,59.11,16.67K,Finance,Financial Conglomerates,9.0,1.0,50.0,15.0,465.88K,117.62K,145.5,38.16,1.27B,No,59.42,79.93,60.06,63.66,6.09
2885,SBICARD.NS,645.4,1302.79K,Finance,Finance/Rental/Leasing,9.0,7.0,7.0,12.0,1511.01K,2257.86K,1027.25,615.5,614.17B,No,688.17,808.9,676.22,789.22,2.33
2886,GOLDTECH.NS,43.18,58.30K,Technology Services,Information Technology Services,9.0,30.0,26.0,11.0,52.11K,40.46K,80.44,29.68,2.26B,No,39.15,53.41,39.18,46.71,5.47
2887,SIMPLXREA.BO,144.9,0.06K,Consumer Durables,Homebuilding,9.0,28.0,12.0,30.0,0.15K,0.05K,222.0,117.7,433.45M,No,144.13,175.68,143.23,159.1,5.64
2888,PWL.NS,108.53,1462.95K,Commercial Services,Miscellaneous Commercial Services,9.0,56.0,17.0,,9283.52K,2751.06K,161.99,77.72,310.36B,No,95.4,,97.29,,3.69
2889,JAGANLAM.BO,54.91,0.76K,Producer Manufacturing,Auto Parts: Oem,9.0,79.0,7.0,21.0,4.59K,2.71K,97.0,38.3,400.88M,No,53.59,68.63,52.23,62.74,5.74
2890,TSFINV.NS,421.0,40.83K,Finance,Financial Conglomerates,9.0,72.0,29.0,4.0,100.41K,66.75K,701.5,331.7,92.91B,No,387.32,,383.09,455.34,4.08
2891,JYOTIRES.BO,922.15,47.25K,Process Industries,Industrial Specialties,9.0,54.0,11.0,14.0,27.01K,23.48K,1570.0,700.0,11.07B,No,827.18,1108.77,829.07,1014.74,4.1
2892,SULA.NS,179.22,784.67K,Process Industries,Agricultural Commodities/Milling,9.0,39.0,31.0,9.0,439.48K,370.87K,335.9,138.6,15.13B,No,165.05,220.7,164.33,198.53,3.23
2893,NATHIND.BO,54.5,0.74K,Process Industries,Pulp & Paper,9.0,24.0,17.0,12.0,7.78K,1.53K,96.6,42.0,1.04B,No,51.15,66.83,50.86,60.43,5.1
2894,DEEPAKCHEM.BO,92.5,4.80K,Process Industries,Chemicals: Major Diversified,9.0,14.0,13.0,13.0,8.30K,3.44K,170.0,67.0,1.00B,No,91.17,116.58,88.92,104.13,2.23
2895,JISLJALEQS.NS,35.06,3663.39K,Producer Manufacturing,Trucks/Construction/Farm Machinery,9.0,43.0,22.0,8.0,4482.17K,4210.35K,66.45,27.1,25.72B,No,32.52,42.83,32.05,38.63,4.06
2896,ACC.NS,1391.9,507.06K,Non-Energy Minerals,Construction Materials,9.0,11.0,7.0,15.0,217.53K,228.69K,2028.8,1251.7,261.38B,No,1429.69,1707.97,1398.28,1632.95,1.98
2897,IDBI.NS,74.72,4119.12K,Finance,Major Banks,9.0,17.0,2.0,13.0,21591.17K,13821.59K,118.38,61.01,803.42B,No,82.57,93.85,78.35,94.6,2.61
2898,SYMPHONY.NS,794.3,118.71K,Producer Manufacturing,Industrial Machinery,8.0,28.0,8.0,32.0,182.46K,236.09K,1340.0,685.0,54.55B,No,788.24,890.83,777.5,846.4,3.15
2899,KFBL.BO,40.92,12.39K,Consumer Non-Durables,Food: Specialty/Candy,8.0,5.0,29.0,33.0,12.75K,3.83K,84.95,30.2,613.80M,No,39.63,46.8,39.11,42.8,5.3
2900,CNINFOTECH.BO,91.81,10.40K,Technology Services,Information Technology Services,8.0,31.0,24.0,23.0,28.41K,28.32K,184.65,79.22,2.24B,No,88.69,107.57,89.94,100.46,4.35
2901,MASTERTR.NS,90.18,299.92K,Finance,Investment Banks/Brokers,8.0,83.0,42.0,8.0,247.72K,343.49K,174.4,55.6,11.09B,No,76.58,116.01,75.38,99.34,4.66
2902,ABIRAFN.BO,31.96,1.21K,Finance,Finance/Rental/Leasing,8.0,9.0,12.0,11.0,0.73K,0.74K,56.25,27.89,172.58M,No,32.67,40.55,31.7,37.04,5.61
2903,DAMCAPITAL.NS,160.7,246.65K,Finance,Regional Banks,8.0,58.0,13.0,6.0,636.58K,453.45K,303.5,119.22,11.36B,No,144.56,201.43,143.51,187.19,4.0
2904,INDOBELL.BO,63.0,9.00K,Non-Energy Minerals,Construction Materials,8.0,2.0,59.0,12.0,7.49K,11.85K,158.0,46.01,396.90M,No,67.03,84.52,68.94,68.94,3.84
2905,HAPPSTMNDS.NS,390.55,1050.82K,Technology Services,Data Processing Services,8.0,18.0,19.0,17.0,3329.69K,802.69K,674.85,330.2,58.68B,No,377.14,475.09,380.92,431.32,2.53
2906,PAKKA.NS,95.74,161.26K,Process Industries,Pulp & Paper,8.0,24.0,57.0,7.0,164.48K,109.80K,226.78,74.12,4.30B,No,90.11,123.32,90.28,102.38,4.02
2907,SOUTHMG.BO,87.97,1.87K,Non-Energy Minerals,Other Metals/Minerals,8.0,86.0,41.0,9.0,1.97K,1.41K,185.0,61.15,263.91M,No,79.55,101.91,78.54,90.61,9.22
2908,GMPL.BO,71.0,0.70K,Process Industries,Industrial Specialties,8.0,33.0,25.0,43.0,8.48K,16.24K,98.0,55.0,955.63M,No,65.43,80.34,63.69,68.28,3.22
2909,CHTR.BO,67.7,8.40K,Commercial Services,Advertising/Marketing Services,8.0,88.0,73.0,1.0,19.75K,10.08K,156.75,45.5,957.54M,No,58.06,,57.47,80.01,4.75
