Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W,%Dist_52H
659,EMKAY.NS,292.14,15.52K,Finance,Investment Managers,79.0,96.0,83.0,54.0,23.045,22.5214,134.36K,525.04K,409.9,186.0,7.96B,No,235.36,260.37,242.85,247.28,-28.73
663,MODINATUR.NS,417.95,1.09K,Process Industries,Agricultural Commodities/Milling,79.0,15.0,90.0,,24.0964,22.95,16.55K,6.63K,524.8,252.3,5.56B,No,401.58,,411.74,,-20.36
664,VIYASH.NS,245.7,629.85K,Health Technology,Pharmaceuticals: Major,79.0,71.0,75.0,77.0,10.4729,10.4729,1901.70K,2408.92K,277.35,166.0,107.24B,No,228.01,210.61,232.18,213.88,-11.41
665,MAWANASUG.NS,107.99,25.29K,Consumer Non-Durables,Food: Specialty/Candy,79.0,64.0,84.0,85.0,3.9386,3.8064,182.42K,53.88K,123.75,75.08,4.22B,No,104.05,89.64,105.4,90.86,-12.74
666,ABCAPITAL.NS,370.55,1253.07K,Finance,Multi-Line Insurance,79.0,71.0,56.0,64.0,11.4607,10.3714,4481.60K,2599.61K,375.95,243.0,971.53B,No,349.98,332.44,355.46,345.44,-1.44
668,GMDCLTD.NS,613.3,755.37K,Distribution Services,Wholesale Distributors,78.0,17.0,57.0,76.0,25.2393,24.1572,5100.42K,1902.56K,771.9,374.8,195.00B,No,664.62,584.51,668.67,596.72,-20.55
670,KARURVYSYA.NS,296.0,1159.41K,Finance,Regional Banks,78.0,56.0,25.0,78.0,10.0357,9.8857,3630.06K,3186.52K,343.45,200.54,286.12B,No,289.13,266.71,291.09,284.32,-13.82
672,TBZ.NS,195.6,971.10K,Consumer Durables,Other Consumer Specialties,78.0,97.0,89.0,74.0,11.9293,11.0643,634.48K,1261.03K,217.95,110.5,13.08B,No,150.58,163.4,157.27,154.54,-10.25
673,BHARATWIRE.NS,211.21,75.95K,Producer Manufacturing,Metal Fabrication,78.0,12.0,81.0,82.0,9.6621,9.285,958.39K,183.02K,262.0,148.01,14.49B,No,216.42,185.48,222.23,188.48,-19.39
675,AKUMS.NS,607.7,109.06K,Health Technology,Biotechnology,78.0,85.0,71.0,89.0,21.9322,21.5107,282.77K,578.36K,635.0,409.3,93.04B,No,539.63,475.94,550.78,487.92,-4.3
676,DEEPINDS.NS,493.0,127.65K,Industrial Services,Oilfield Services/Equipment,78.0,75.0,88.0,72.0,24.4393,24.2393,648.57K,408.98K,578.0,330.0,31.55B,No,480.78,453.22,483.02,430.35,-14.71
677,ELGIEQUIP.NS,608.0,115.76K,Producer Manufacturing,Industrial Machinery,78.0,84.0,63.0,80.0,21.8107,21.3857,587.92K,563.56K,633.85,408.25,191.57B,No,558.1,501.94,568.11,510.95,-4.08
679,POWERICA.NS,482.35,71.56K,Producer Manufacturing,Electrical Products,78.0,12.0,,,28.2429,27.5857,510.29K,328.43K,586.3,365.1,61.04B,No,491.44,,498.48,,-17.73
680,SURYALA.NS,445.45,0.02K,Process Industries,Textiles,78.0,93.0,,,31.825,30.3179,3.37K,2.56K,508.0,330.3,,No,,,,,-12.31
682,FINCABLES.NS,1059.5,144.68K,Producer Manufacturing,Electrical Products,78.0,39.0,60.0,89.0,51.7643,50.1107,606.84K,530.15K,1184.8,700.8,162.04B,No,1011.95,852.2,1041.25,880.48,-10.58
684,ZENTEC.NS,1808.0,277.25K,Technology Services,Information Technology Services,78.0,88.0,79.0,86.0,78.8072,77.0143,894.55K,1344.20K,2065.0,1223.0,162.52B,No,1642.6,1454.13,1685.06,1475.19,-12.45
686,V2RETAIL.NS,232.72,290.22K,Retail Trade,Apparel/Footwear Retail,78.0,53.0,68.0,59.0,12.0029,11.3136,1550.70K,2028.49K,259.25,158.56,84.86B,No,218.1,211.81,221.09,212.63,-10.23
687,ASHIANA.NS,389.05,175.85K,Finance,Real Estate Development,78.0,75.0,78.0,84.0,15.5786,15.0571,120.72K,55.47K,393.95,269.45,39.11B,No,351.9,312.94,358.15,321.43,-1.24
689,INNOVACAP.NS,964.15,60.83K,Health Technology,Pharmaceuticals: Major,78.0,78.0,85.0,86.0,35.2393,34.6393,83.19K,97.78K,978.0,622.0,55.17B,No,818.62,768.67,841.5,743.36,-1.42
690,STAR.NS,1103.3,109.59K,Health Technology,Pharmaceuticals: Major,78.0,27.0,77.0,81.0,46.5286,45.4643,339.84K,286.80K,1231.0,768.65,101.76B,No,1074.06,931.44,1088.34,960.9,-10.37
691,SOMATEX.NS,99.6,1.44K,Process Industries,Textiles,78.0,14.0,18.0,32.0,6.3686,6.1793,17.59K,15.05K,161.25,41.76,3.38B,No,104.35,105.97,103.58,108.74,-38.23
693,ENRIN.NS,3575.9,134.43K,Producer Manufacturing,Electrical Products,78.0,86.0,71.0,75.0,144.1,136.7928,582.98K,475.99K,3968.0,2115.0,1273.84B,No,3294.04,3046.93,3399.8,2938.71,-9.88
694,EMCURE.NS,1730.7,94.46K,Health Technology,Pharmaceuticals: Major,78.0,61.0,54.0,81.0,59.0214,57.5214,263.39K,193.67K,1830.0,1228.9,328.32B,No,1679.59,1490.15,1697.21,1552.98,-5.43
695,KIOCL.NS,406.6,292.98K,Non-Energy Minerals,Steel,78.0,57.0,80.0,77.0,18.4321,17.075,645.98K,311.76K,634.55,280.3,247.11B,No,394.05,387.49,400.08,366.4,-35.92
696,SUDEEPPHRM.NS,831.1,496.28K,Health Technology,Pharmaceuticals: Other,78.0,91.0,86.0,81.0,40.4964,38.2321,199.09K,391.62K,858.0,524.05,93.87B,No,687.41,,709.27,655.76,-3.14
697,MANALIPETC.NS,68.31,904.40K,Process Industries,Chemicals: Specialty,78.0,89.0,84.0,67.0,3.2693,3.2286,945.45K,1705.90K,81.1,39.13,11.75B,No,57.51,60.61,59.49,56.87,-15.77
700,ARROWGREEN.NS,568.7,7.22K,Process Industries,Containers/Packaging,77.0,81.0,90.0,68.0,36.4929,36.275,130.66K,281.08K,817.95,341.95,8.58B,No,536.35,513.85,536.16,486.44,-30.47
701,VOLTAMP.NS,10149.0,38.04K,Producer Manufacturing,Electrical Products,77.0,77.0,65.0,83.0,344.2857,330.0,74.27K,44.76K,12863.0,6666.0,102.68B,No,9877.47,8329.76,10008.35,8755.87,-21.1
702,SAATVIKGL.NS,477.65,78.23K,Producer Manufacturing,Industrial Machinery,77.0,68.0,86.0,81.0,16.6286,16.3607,208.97K,140.29K,567.0,328.0,60.71B,No,458.53,,459.58,413.83,-15.76
703,CGCL.NS,217.22,4230.31K,Finance,Finance/Rental/Leasing,77.0,88.0,82.0,76.0,6.8357,6.6479,2426.96K,2796.14K,224.4,151.1,209.00B,No,191.11,184.64,195.43,182.2,-3.2
709,AMAGI.NS,435.8,24.23K,Technology Services,Packaged Software,77.0,76.0,59.0,,19.1357,18.6643,223.48K,140.38K,450.8,310.2,94.14B,No,398.8,,404.97,,-3.33
712,STYLEBAAZA.NS,335.0,212.64K,Retail Trade,Apparel/Footwear Retail,77.0,2.0,72.0,78.0,12.5679,12.5571,738.46K,141.32K,427.0,229.95,25.00B,No,353.67,320.72,360.7,313.98,-21.55
713,SONACOMS.NS,598.7,1303.20K,Producer Manufacturing,Auto Parts: Oem,77.0,52.0,64.0,78.0,14.375,13.7321,2404.17K,1384.05K,621.8,402.3,372.35B,No,585.89,506.41,590.9,529.93,-3.72
714,CARTRADE.NS,2386.0,617.87K,Technology Services,Internet Software/Services,77.0,93.0,83.0,16.0,122.9928,120.6857,803.39K,1958.19K,3290.5,1557.0,114.64B,No,1860.85,2325.72,1915.48,2169.93,-27.49
717,TIRUPATIFL.NS,47.5,171.28K,Producer Manufacturing,Industrial Conglomerates,77.0,86.0,69.0,89.0,2.2514,2.2143,390.51K,276.53K,52.0,30.11,5.62B,No,43.89,38.99,44.47,39.58,-8.65
718,MMFL.NS,460.9,25.73K,Producer Manufacturing,Metal Fabrication,77.0,68.0,41.0,83.0,17.1643,17.1643,97.41K,61.03K,526.95,288.1,22.25B,No,463.57,392.6,466.62,426.82,-12.53
719,BODALCHEM.NS,67.24,23.11K,Process Industries,Industrial Specialties,77.0,29.0,90.0,82.0,3.3964,3.3786,546.89K,106.36K,81.9,42.81,8.47B,No,69.13,58.66,69.36,57.43,-17.9
720,VELJAN.NS,1249.0,0.39K,Producer Manufacturing,Industrial Machinery,77.0,87.0,,,83.3,82.7929,0.48K,1.31K,1329.8,812.0,,No,,,,,-6.08
721,HINDALCO.NS,978.4,5685.82K,Non-Energy Minerals,Other Metals/Minerals,77.0,8.0,34.0,79.0,30.7571,27.1357,6173.72K,6194.19K,1176.0,635.05,2187.41B,No,1056.67,901.9,1056.22,955.84,-16.8
724,JTLIND.NS,76.5,1423.88K,Non-Energy Minerals,Steel,77.0,80.0,89.0,81.0,3.435,3.4229,5274.74K,3149.10K,85.99,40.25,30.07B,No,71.62,66.63,73.96,65.35,-11.04
725,NEULANDLAB.NS,16680.0,25.04K,Health Technology,Pharmaceuticals: Major,77.0,47.0,82.0,52.0,483.7143,474.7857,55.62K,31.15K,19747.0,11500.0,214.00B,No,16102.06,15101.1,16341.4,14783.67,-15.53
726,GHCLTEXTIL.NS,93.56,288.06K,Process Industries,Textiles,77.0,66.0,76.0,82.0,3.9586,3.9329,497.27K,428.79K,103.37,65.26,8.94B,No,90.55,79.72,91.3,80.43,-9.49
727,TATACOMM.NS,1906.6,206.19K,Communications,Major Telecommunications,77.0,85.0,79.0,60.0,69.6,69.6,646.05K,631.68K,2049.9,1322.5,543.84B,No,1713.5,1698.13,1766.87,1673.34,-6.99
728,RACLGEAR.NS,1315.0,4.97K,Producer Manufacturing,Auto Parts: Oem,77.0,67.0,17.0,82.0,52.6,49.8429,30.36K,18.28K,1691.9,805.0,15.53B,No,1292.37,1156.43,1293.94,1209.43,-22.28
729,ASTERDM.NS,778.0,209.33K,Health Services,Hospital/Nursing Management,77.0,61.0,63.0,77.0,26.7714,26.2857,909.35K,1082.62K,836.5,519.1,402.18B,No,729.57,660.24,741.51,663.67,-6.99
731,AUBANK.NS,1015.45,403.66K,Finance,Regional Banks,77.0,54.0,50.0,66.0,28.7429,27.8714,2322.88K,1806.17K,1079.55,682.15,760.18B,No,996.72,921.23,1008.1,978.48,-5.94
732,CYIENTDLM.NS,462.7,65.80K,Electronic Technology,Electronic Production Equipment,77.0,82.0,92.0,66.0,19.9714,19.2036,1361.54K,295.89K,505.5,265.2,36.72B,No,402.78,401.0,416.31,379.19,-8.47
733,RML.NS,983.0,108.33K,Producer Manufacturing,Auto Parts: Oem,77.0,80.0,68.0,84.0,28.7107,28.2643,36.71K,14.65K,1049.0,608.5,27.17B,No,854.17,811.63,877.68,806.51,-6.29
734,SMSPHARMA.NS,376.95,30.18K,Health Technology,Pharmaceuticals: Major,77.0,23.0,11.0,76.0,13.6857,13.6857,320.00K,208.04K,447.8,207.7,35.30B,No,396.56,333.82,392.7,361.85,-15.82
735,GREENPLY.NS,290.83,64.83K,Producer Manufacturing,Building Products,76.0,84.0,92.0,61.0,11.9829,11.7479,1308.86K,405.90K,351.95,176.42,36.33B,No,255.84,260.99,265.43,242.88,-17.37
736,INSPIRISYS.NS,109.0,2.92K,Technology Services,Information Technology Services,76.0,70.0,86.0,78.0,7.1071,7.0886,20.57K,9.75K,133.9,69.92,4.32B,No,101.26,92.76,103.51,91.48,-18.6
737,VBL.NS,538.25,1785.14K,Consumer Non-Durables,Beverages: Non-Alcoholic,76.0,72.0,74.0,71.0,12.825,12.3107,6986.23K,4493.08K,544.4,381.0,1820.52B,No,502.78,471.33,514.35,474.48,-1.13
738,GESHIP.NS,1413.8,314.42K,Transportation,Marine Shipping,76.0,24.0,32.0,83.0,60.5214,60.5214,1314.51K,703.14K,1798.0,913.1,201.86B,No,1493.74,1236.38,1487.21,1324.51,-21.37
739,INA.NS,116.7,289.08K,Electronic Technology,Semiconductors,76.0,15.0,66.0,,5.9,5.555,1304.04K,744.83K,161.81,79.75,25.73B,No,130.3,,131.46,,-27.88
740,THACKER.NS,1202.9,0.01K,Finance,Finance/Rental/Leasing,76.0,81.0,,,113.6643,79.5571,0.46K,1.45K,1689.9,951.0,,No,,,,,-28.82
741,KENNAMET.NS,3040.0,13.98K,Producer Manufacturing,Metal Fabrication,76.0,49.0,,,113.9357,108.7857,12.10K,7.13K,3400.3,2405.2,66.81B,No,,,2817.87,,-10.6
742,VENUSPIPES.NS,1438.3,16.89K,Non-Energy Minerals,Steel,76.0,80.0,89.0,75.0,52.8,50.2286,84.94K,65.15K,1660.0,890.0,29.80B,No,1349.18,1232.77,1382.6,1202.85,-13.36
743,GOODLUCK.NS,1315.7,28.75K,Non-Energy Minerals,Steel,76.0,44.0,74.0,76.0,44.5572,43.8357,157.54K,94.87K,1475.0,915.0,43.70B,No,1285.82,1174.15,1312.78,1164.45,-10.8
744,RAYMONDREL.NS,603.4,464.78K,Finance,Real Estate Development,76.0,72.0,91.0,79.0,31.8036,30.4071,1220.19K,654.86K,1050.0,349.0,40.16B,No,528.43,518.59,544.04,480.98,-42.53
745,SANDUMA.NS,215.47,305.11K,Non-Energy Minerals,Other Metals/Minerals,76.0,15.0,49.0,62.0,7.925,7.4471,2155.06K,1089.54K,273.0,141.37,104.65B,No,218.24,205.95,220.97,214.12,-21.07
746,GKSL.NS,127.92,202.67K,Health Services,Hospital/Nursing Management,76.0,13.0,67.0,,5.5736,5.5721,566.85K,234.08K,148.34,98.36,10.09B,No,126.92,,129.82,,-13.77
747,ONEPOINT.NS,59.07,254.08K,Commercial Services,Miscellaneous Commercial Services,76.0,29.0,77.0,67.0,3.0329,3.0029,1789.56K,2359.71K,65.85,40.58,15.51B,No,57.28,51.07,58.47,53.03,-10.3
749,OFSS.NS,9385.0,119.49K,Technology Services,Packaged Software,76.0,70.0,86.0,74.0,322.6071,308.5357,316.23K,244.59K,10584.5,6234.5,817.10B,No,9146.46,8208.76,9320.05,8020.53,-11.33
751,TATATECH.NS,765.0,357.85K,Technology Services,Packaged Software,76.0,90.0,84.0,73.0,25.7786,24.9321,1928.60K,1959.47K,784.0,507.4,310.81B,No,647.71,648.08,666.7,631.88,-2.42
752,MUNJALAU.NS,97.9,208.23K,Producer Manufacturing,Auto Parts: Oem,76.0,76.0,81.0,80.0,5.2836,4.8607,369.94K,846.22K,114.55,67.2,9.79B,No,86.73,84.56,88.96,81.28,-14.54
753,CUB.NS,203.6,1237.85K,Finance,Regional Banks,76.0,78.0,48.0,56.0,6.5741,6.2634,3948.17K,3624.77K,243.07,140.29,201.72B,No,193.25,191.03,194.27,200.57,-16.24
754,LTF.NS,293.7,2076.05K,Finance,Finance/Rental/Leasing,76.0,66.0,47.0,52.0,9.1107,7.8964,5695.45K,5697.83K,329.45,185.9,735.85B,No,280.41,278.03,283.69,285.74,-10.85
755,RPSGVENT.NS,881.95,9.18K,Finance,Financial Conglomerates,76.0,14.0,88.0,70.0,26.1536,25.6214,1391.80K,18.23K,1179.0,551.9,29.18B,No,926.25,811.81,917.74,801.97,-25.2
756,RAMRAT.NS,383.3,47.16K,Producer Manufacturing,Electrical Products,76.0,19.0,59.0,84.0,18.6929,18.4214,304.53K,184.14K,520.0,268.0,35.78B,No,404.85,338.53,410.75,343.08,-26.29
757,ADVENZYMES.NS,364.9,44.83K,Consumer Non-Durables,Food: Specialty/Candy,76.0,52.0,77.0,77.0,14.1429,13.9071,372.72K,156.81K,419.0,251.95,40.86B,No,349.16,316.94,351.91,312.75,-12.91
759,UNIDT.NS,225.11,4.06K,Industrial Services,Oilfield Services/Equipment,76.0,65.0,77.0,77.0,12.4736,12.03,29.71K,25.56K,256.3,146.0,4.57B,No,220.51,199.06,222.06,198.3,-12.17
760,QUADFUTURE.NS,414.4,5370.73K,Producer Manufacturing,Electrical Products,76.0,96.0,86.0,89.0,21.1143,20.9929,708.67K,973.44K,531.0,248.55,16.57B,No,314.2,329.09,322.38,306.73,-21.96
761,KAMDHENU.NS,31.17,2188.43K,Non-Energy Minerals,Steel,76.0,92.0,85.0,79.0,1.5921,1.5307,1726.06K,4131.85K,34.75,16.15,8.79B,No,24.45,24.75,25.36,23.42,-10.3
764,ABB.NS,6979.0,234.96K,Producer Manufacturing,Electrical Products,76.0,77.0,58.0,87.0,173.75,166.0357,442.95K,300.81K,7822.5,4637.5,1479.33B,No,6934.87,5773.8,6987.8,6094.1,-10.78
765,GANESHBE.NS,107.33,114.49K,Process Industries,Chemicals: Specialty,76.0,71.0,85.0,83.0,5.8157,5.7614,460.09K,1113.96K,118.0,68.4,7.73B,No,98.17,87.01,100.75,86.89,-9.04
