IndustryRank,Ticker,Price,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol10,52WKH,52WKL,MCAP,SMA50,SMA200,SMA10W,SMA30W
3,GTPL.NS,64.27,Communications,Specialty Telecommunications,7.0,19.0,49.0,4.0,2.4514,2.4429,34.52K,127.49,55.01,7.23B,66.73,85.16,66.99,75.12
4,STML.BO,66.95,Communications,Specialty Telecommunications,3.0,67.0,9.0,6.0,0.5857,0.1071,0.12K,152.0,49.0,647.82M,65.48,86.61,65.75,75.87
1,STEELCO.BO,168.95,Non-Energy Minerals,Steel,96.0,94.0,96.0,98.0,4.3929,1.15,3.77K,177.8,15.0,1.06B,141.55,77.83,143.26,91.98
2,RSTL.BO,251.75,Non-Energy Minerals,Steel,96.0,25.0,24.0,94.0,0.9464,0.0,4.09K,276.1,50.03,3.13B,234.51,171.02,236.97,213.27
3,SALSTEEL.NS,57.51,Non-Energy Minerals,Steel,94.0,20.0,84.0,92.0,3.9757,3.9757,148.15K,65.5,14.37,8.33B,57.43,42.64,58.47,47.37
4,CRIMSON.BO,48.28,Non-Energy Minerals,Steel,94.0,38.0,16.0,69.0,0.0,0.0,0.01K,61.35,10.33,213.79M,49.35,43.73,49.04,49.01
5,COCKERILL.NS,9125.0,Non-Energy Minerals,Steel,93.0,98.0,,,805.8214,789.3214,41.19K,10871.5,5015.25,,,,,
1,HFCL.NS,209.61,Electronic Technology,Telecommunications Equipment,97.0,97.0,98.0,97.0,10.4257,7.9379,29087.28K,209.61,59.82,320.76B,145.32,89.46,149.76,95.98
2,ADCINDIA.BO,2278.35,Electronic Technology,Telecommunications Equipment,93.0,65.0,95.0,95.0,109.3214,90.5286,3.01K,2678.35,1030.0,10.48B,2075.31,1596.5,2116.06,1588.22
3,MIRCELECTR.NS,38.2,Electronic Technology,Telecommunications Equipment,93.0,25.0,89.0,91.0,1.8186,1.7771,400.93K,49.23,13.69,14.11B,37.33,30.13,37.83,31.38
4,ASTRAMICRO.NS,1684.1,Electronic Technology,Telecommunications Equipment,92.0,96.0,94.0,95.0,75.7214,73.2357,1461.51K,1735.5,851.0,159.90B,1236.49,1049.3,1272.04,1052.15
5,ROSSTECH.NS,1027.6,Electronic Technology,Telecommunications Equipment,92.0,80.0,89.0,89.0,55.3857,53.4786,153.23K,1122.0,393.4,38.88B,975.76,760.87,972.43,786.8
1,JAYATMA.BO,56.35,Process Industries,Textiles,98.0,70.0,98.0,98.0,1.6229,0.2171,0.32K,70.18,13.33,169.05M,45.99,22.09,47.41,25.73
2,PARMSILK.BO,227.5,Process Industries,Textiles,98.0,98.0,97.0,97.0,6.7321,0.0,0.01K,227.5,28.57,682.75M,130.78,91.2,136.51,103.98
3,SURBHIN.BO,109.85,Process Industries,Textiles,98.0,0.0,97.0,98.0,7.7964,0.7429,0.29K,249.65,12.16,377.60M,147.28,58.42,150.27,74.65
4,SPICEISLIN.BO,459.1,Process Industries,Textiles,98.0,94.0,96.0,98.0,27.3179,23.6357,31.09K,494.85,41.66,2.86B,370.19,211.81,379.42,269.26
5,SHANTAI.BO,97.03,Process Industries,Textiles,98.0,22.0,96.0,98.0,0.2114,0.0,0.34K,102.01,11.15,727.72M,88.79,38.99,92.1,51.71
1,VSTIND.NS,259.95,Consumer Non-Durables,Tobacco,53.0,46.0,62.0,56.0,4.4857,4.3464,307.23K,319.1,200.0,44.07B,256.43,248.82,259.58,244.2
2,VIRATCRA.BO,35.7,Consumer Non-Durables,Tobacco,43.0,24.0,62.0,35.0,2.8529,2.8529,2.59K,53.2,27.0,729.13M,37.17,37.92,37.2,35.51
3,GODFRYPHLP.NS,2271.0,Consumer Non-Durables,Tobacco,24.0,32.0,47.0,17.0,62.3929,59.2714,307.02K,3947.0,1832.1,354.23B,2252.23,2568.54,2280.58,2278.55
4,NTCIND.BO,153.65,Consumer Non-Durables,Tobacco,22.0,30.0,19.0,43.0,7.6821,7.6821,13.09K,228.0,138.1,2.23B,158.45,170.5,158.62,163.88
5,SINNAR.BO,770.0,Consumer Non-Durables,Tobacco,18.0,24.0,9.0,21.0,8.4536,0.2393,0.00K,1050.9,623.0,308.00M,754.65,832.37,754.4,803.04
1,KOKUYOCMLN.NS,87.1,Consumer Durables,Tools & Hardware,27.0,45.0,47.0,47.0,2.3857,2.2843,25.93K,137.9,71.05,8.74B,88.43,92.36,88.95,86.1
2,JAINEX.BO,120.5,Consumer Durables,Tools & Hardware,15.0,59.0,40.0,15.0,10.3893,8.4393,0.38K,233.0,95.55,270.46M,120.15,142.11,121.56,122.75
3,AAIL.BO,91.0,Consumer Durables,Tools & Hardware,7.0,28.0,19.0,4.0,3.9321,3.9321,3.44K,204.6,74.05,981.71M,93.89,121.94,94.42,102.18
4,KPT.BO,445.25,Consumer Durables,Tools & Hardware,5.0,19.0,8.0,9.0,29.2321,29.2321,4.85K,930.0,335.0,1.51B,493.86,585.7,495.92,539.44
1,INTSTOIL.BO,41.96,Transportation,Trucking,70.0,90.0,51.0,78.0,4.46,4.4393,5.29K,54.25,28.0,209.48M,35.53,33.91,35.92,33.58
2,RITCO.NS,274.65,Transportation,Trucking,68.0,61.0,77.0,44.0,13.8357,13.7179,70.02K,317.1,167.1,7.82B,241.78,247.9,247.75,239.29
3,OBCL.NS,57.88,Transportation,Trucking,53.0,67.0,30.0,53.0,3.485,3.4021,36.52K,64.84,49.0,1.22B,55.23,55.54,55.25,55.54
4,AWHCL.NS,474.5,Transportation,Trucking,37.0,51.0,32.0,65.0,14.0321,13.0107,99.78K,693.0,372.5,13.46B,483.11,498.17,481.89,485.28
5,TCI.NS,948.05,Transportation,Trucking,26.0,66.0,19.0,33.0,25.7643,25.6357,41.09K,1289.0,868.05,72.76B,937.57,1048.84,937.38,997.56
1,SWANDEF.NS,2026.7,Producer Manufacturing,Trucks/Construction/Farm Machinery,97.0,62.0,5.0,93.0,90.8857,89.5571,20.77K,2489.0,188.06,106.77B,1923.37,1443.43,1929.95,1762.45
2,KMEW.NS,2072.9,Producer Manufacturing,Trucks/Construction/Farm Machinery,91.0,40.0,78.0,83.0,103.6643,103.1929,81.25K,2285.4,762.95,50.67B,1929.99,1591.72,1914.48,1740.77
3,CRAFTSMAN.NS,9806.5,Producer Manufacturing,Trucks/Construction/Farm Machinery,89.0,81.0,85.0,87.0,323.9286,315.25,73.45K,9938.0,5100.0,233.94B,8431.38,7447.24,8595.8,7758.5
4,BHARATGEAR.NS,137.05,Producer Manufacturing,Trucks/Construction/Farm Machinery,85.0,88.0,85.0,84.0,6.3993,6.2043,281.34K,154.2,83.8,2.10B,113.12,108.89,115.1,108.58
5,INGERRAND.NS,4611.3,Producer Manufacturing,Trucks/Construction/Farm Machinery,77.0,56.0,69.0,82.0,140.4571,137.6643,37.70K,4756.2,3063.3,145.57B,4242.34,3831.96,4325.34,3828.02
1,SIMANDHAR.BO,151.85,Distribution Services,Wholesale Distributors,98.0,46.0,68.0,,8.8143,8.0571,0.94K,180.95,21.5,464.19M,145.55,,146.15,
2,AVAX.BO,50.2,Distribution Services,Wholesale Distributors,96.0,70.0,86.0,93.0,1.5436,0.7,6.20K,55.1,12.53,417.33M,49.45,32.7,50.24,38.85
3,SICAGEN.NS,54.1,Distribution Services,Wholesale Distributors,96.0,53.0,,,2.46,2.4314,8.95K,61.5,24.35,2.14B,,,51.22,
4,NANTA.BO,510.5,Distribution Services,Wholesale Distributors,95.0,95.0,95.0,,16.9607,10.4071,7.44K,510.5,234.0,2.62B,404.49,,407.8,
5,VEL.BO,61.06,Distribution Services,Wholesale Distributors,95.0,89.0,84.0,93.0,3.6679,3.5336,22.83K,68.0,14.06,1.56B,52.5,42.05,52.87,45.83
1,BHARTIARTL.NS,1910.8,Communications,Wireless Telecommunications,45.0,42.0,34.0,36.0,36.9214,36.8214,6274.13K,2174.5,1740.5,11639.58B,1844.01,1952.08,1852.0,1934.79
2,BHARTIHEXA.NS,1494.5,Communications,Wireless Telecommunications,22.0,16.0,23.0,31.0,37.9,37.0857,127.77K,2052.9,1431.0,747.25B,1513.72,1654.4,1513.92,1605.63
